course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
data-scientists-tools,The Data Scientists Toolbox,5.0,"It was an excellent introduction to basics in Python, I pently reccomend this course to all people how just begin to learn how to program.",Coursera,1,"['excellent', 'introduction', 'basic', 'python', 'pently', 'reccomend', 'course', 'people', 'begin', 'learn', 'program']",excellent introduction basic python pently reccomend course people begin learn program,Positive
635248,Wordpress Complete Web Design :Latest Wordpress Design Techs,4.0,The Instructor has very well explained the logics behind all Machine Learning Model...Much appreciated,Udemy,1,"['instructor', 'well', 'explained', 'logic', 'behind', 'machine', 'learning', 'model', 'much', 'appreciated']",instructor well explained logic behind machine learning model much appreciated,Positive
gis,Fundamentals of GIS,5.0,"This course used a systematic approach to teach the fundamentals of neural networks. The professor explains both pros and cons of a particular method which makes this course even more interesting. The importance of vectorization, the effect of multi-layer neural networks on model accuracy and many more such concepts were explained in complete detail.    ",Coursera,1,"['course', 'used', 'systematic', 'approach', 'teach', 'fundamental', 'neural', 'network', 'professor', 'explains', 'pro', 'con', 'particular', 'method', 'make', 'course', 'even', 'interesting', 'importance', 'vectorization', 'effect', 'multi', 'layer', 'neural', 'network', 'model', 'accuracy', 'many', 'concept', 'explained', 'complete', 'detail']",course used systematic approach teach fundamental neural network professor explains pro con particular method make course even interesting importance vectorization effect multi layer neural network model accuracy many concept explained complete detail,Positive
1700334,Complete guide on Electron with projects,4.5,Good and exciting !!,Udemy,1,"['good', 'exciting']",good exciting,Positive
os-power-user,Operating Systems and You: Becoming a Power User,2.0,"Great course I had an amazing time learning. Thank You Very much to Coursera and Bocconi for make it possible, congradulations to all of you. See you soon.",Coursera,-1,"['great', 'course', 'amazing', 'time', 'learning', 'thank', 'much', 'coursera', 'bocconi', 'make', 'possible', 'congradulations', 'see', 'soon']",great course amazing time learning thank much coursera bocconi make possible congradulations see soon,Positive
excel-data-analysis,Introduction to Data Analysis Using Excel,5.0,Very good course through which I got good knowledge of Deep learning.,Coursera,1,"['good', 'course', 'got', 'good', 'knowledge', 'deep', 'learning']",good course got good knowledge deep learning,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,Excellent course to get acquainted with Python's syntax and essential structures. It is truly a class for all: from strict beginning beginners more experienced programmers looking to refresh base concepts in a Python context. ,Coursera,1,"['excellent', 'course', 'get', 'acquainted', 'python', 'syntax', 'essential', 'structure', 'truly', 'class', 'strict', 'beginning', 'beginner', 'experienced', 'programmer', 'looking', 'refresh', 'base', 'concept', 'python', 'context']",excellent course get acquainted python syntax essential structure truly class strict beginning beginner experienced programmer looking refresh base concept python context,Positive
1313540,REST API Testing(Automation) from scratch-Rest Assured java,5.0,"Only 28% through the course, but cannot praise this course enough. From the very beginning, concepts are explained in a step by step process in a very detailed manner leaving no stone unturned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['course', 'praise', 'course', 'enough', 'beginning', 'concept', 'explained', 'step', 'step', 'process', 'detailed', 'manner', 'leaving', 'stone', 'unturned']",course praise course enough beginning concept explained step step process detailed manner leaving stone unturned,Positive
machine-learning-projects,Structuring Machine Learning Projects,5.0,"It is a Comprehensive course on Deep learning and undoubtedly the best in courser, providing every detail on how to work and make your model, still I would recommend to follow Stanford Machine Learning Andrew Ng course once to lay a rock solid concept before starting off here.",Coursera,1,"['comprehensive', 'course', 'deep', 'learning', 'undoubtedly', 'best', 'courser', 'providing', 'every', 'detail', 'work', 'make', 'model', 'still', 'would', 'recommend', 'follow', 'stanford', 'machine', 'learning', 'andrew', 'ng', 'course', 'lay', 'rock', 'solid', 'concept', 'starting']",comprehensive course deep learning undoubtedly best courser providing every detail work make model still would recommend follow stanford machine learning andrew ng course lay rock solid concept starting,Positive
bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4,5.0,This was surprisingly harder than the more math-focused courses in this series.,Coursera,1,"['surprisingly', 'harder', 'math', 'focused', 'course', 'series']",surprisingly harder math focused course series,Positive
marketing-digital,Marketing in a Digital World,5.0,Loved this course. It was fun reading the book and learning about dogs. ,Coursera,1,"['loved', 'course', 'fun', 'reading', 'book', 'learning', 'dog']",loved course fun reading book learning dog,Positive
algorithmic-toolbox,Algorithmic Toolbox,5.0,Very informative and helpful,Coursera,1,"['informative', 'helpful']",informative helpful,Positive
694982,Java from Beginner to Expert,2.0,teaching with examples & deep explanation is missing,Udemy,-1,"['teaching', 'example', 'deep', 'explanation', 'missing']",teaching example deep explanation missing,Positive
881980,"Python for Data Structures, Algorithms, and Interviews!",4.5,Good visualization and useful explanation.,Udemy,1,"['good', 'visualization', 'useful', 'explanation']",good visualization useful explanation,Positive
entrepreneur-changement,Devenir entrepreneur du changement,5.0,The best. So grateful for this class offering. A must-take course.,Coursera,1,"['best', 'grateful', 'class', 'offering', 'must', 'take', 'course']",best grateful class offering must take course,Positive
917724,SQL 2014 Developer P1: T-SQL and .NET Code,3.0,"Not a very professional course. Not really bad, but it seams overall that the teacher doesn't have a good enough teaching environment, for example using static pdf files as teaching material while talking about the subject. Also some of the video's seam unnecessary, for example a video where he guides you to a wikipedia article about what code is..",Udemy,0,"['professional', 'course', 'really', 'bad', 'seam', 'overall', 'teacher', 'good', 'enough', 'teaching', 'environment', 'example', 'using', 'static', 'pdf', 'file', 'teaching', 'material', 'talking', 'subject', 'also', 'video', 'seam', 'unnecessary', 'example', 'video', 'guide', 'wikipedia', 'article', 'code']",professional course really bad seam overall teacher good enough teaching environment example using static pdf file teaching material talking subject also video seam unnecessary example video guide wikipedia article code,Positive
project-planning,Initiating and Planning Projects,5.0,"Great well paced course with interesting information and excelent delivery to the audience , nice review tests and not boring at all for a bigginer in data science.",Coursera,1,"['great', 'well', 'paced', 'course', 'interesting', 'information', 'excelent', 'delivery', 'audience', 'nice', 'review', 'test', 'boring', 'bigginer', 'data', 'science']",great well paced course interesting information excelent delivery audience nice review test boring bigginer data science,Positive
learn-speak-korean1,Learn to Speak Korean 1,5.0,"The course is great and really makes you think. The only negative side of it is that the programming environment is confusing and not the type I am used to. I think that other environments like Eclipse are better for beginners and really self-explanatory, but that is just my opinion. Great experience!",Coursera,1,"['course', 'great', 'really', 'make', 'think', 'negative', 'side', 'programming', 'environment', 'confusing', 'type', 'used', 'think', 'environment', 'like', 'eclipse', 'better', 'beginner', 'really', 'self', 'explanatory', 'opinion', 'great', 'experience']",course great really make think negative side programming environment confusing type used think environment like eclipse better beginner really self explanatory opinion great experience,Positive
r-programming,R Programming,5.0,The course provides a great base knowledge but is not practical enough. I would recommend including some small projects or home works to the course.,Coursera,1,"['course', 'provides', 'great', 'base', 'knowledge', 'practical', 'enough', 'would', 'recommend', 'including', 'small', 'project', 'home', 'work', 'course']",course provides great base knowledge practical enough would recommend including small project home work course,Positive
567828,The Complete ASP.NET MVC 5 Course,5.0,"Mostly a great course. As always, Stephen is clear and makes a distinct effort to not gloss over the details, which are often the most challenge parts to master. My only issue with this particular course is that it needs updating. I am sure he's a busy guy, but the redux form sections are decently broken",Udemy,1,"['mostly', 'great', 'course', 'always', 'stephen', 'clear', 'make', 'distinct', 'effort', 'gloss', 'detail', 'often', 'challenge', 'part', 'master', 'issue', 'particular', 'course', 'need', 'updating', 'sure', 'busy', 'guy', 'redux', 'form', 'section', 'decently', 'broken']",mostly great course always stephen clear make distinct effort gloss detail often challenge part master issue particular course need updating sure busy guy redux form section decently broken,Positive
